1.01,Very Good,F,VS2,VG,VG,GIA,1...7152.85
1.01,Very Good,E,SI1,EX,EX,GIA,1...7152.85
0.86,Ideal,E,SI1,EX,EX,GIA,1...7152.85
1.01,Good,G,SI1,VG,G,GIA,1...7152.85
2.29,Very Good,F,VS1,EX,VG,GIA,31997.1...36965.95
1.28,Ideal,G,VVS2,ID,ID,AGSL,7152.85...12121.7
2.12,Ideal,F,VS1,EX,EX,GIA,31997.1...36965.95
0.9,Ideal,E,SI1,VG,VG,GIA,1...7152.85
1.44,Ideal,D,SI1,G,G,GIA,7152.85...12121.7
2.28,Ideal,D,IF,VG,EX,GIA,71747.9...76716.75
1.01,Signature-Ideal,D,VVS2,ID,ID,AGSL,12121.7...17090.55
2.29,Ideal,G,VS2,VG,VG,GIA,27028.25...31997.1
0.8,Ideal,D,VS2,VG,EX,GIA,1...7152.85
1.06,Signature-Ideal,G,VVS2,ID,ID,AGSL,7152.85...12121.7
1.62,Ideal,F,VS2,EX,EX,GIA,17090.55...22059.4
0.83,Ideal,E,SI1,EX,EX,GIA,1...7152.85
1.58,Ideal,G,VVS2,VG,VG,GIA,12121.7...17090.55
0.91,Very Good,F,SI1,EX,VG,GIA,1...7152.85
1.01,Fair,D,SI1,VG,G,GIA,1...7152.85
1.13,Ideal,G,VVS1,EX,EX,GIA,7152.85...12121.7
2,Good,I,SI1,EX,VG,GIA,12121.7...17090.55
0.83,Very Good,H,VS2,VG,VG,GIA,1...7152.85
0.92,Very Good,E,SI1,VG,VG,GIA,1...7152.85
1.25,Ideal,G,VVS2,VG,VG,GIA,7152.85...12121.7
1.23,Signature-Ideal,G,VS1,EX,EX,GIA,7152.85...12121.7
1.51,Good,E,SI1,EX,EX,GIA,12121.7...17090.55
1.21,Signature-Ideal,E,VS1,EX,EX,GIA,7152.85...12121.7
1.02,Very Good,D,SI1,G,VG,GIA,1...7152.85
0.75,Very Good,F,SI1,VG,VG,GIA,1...7152.85
0.78,Very Good,I,VS1,VG,VG,GIA,1...7152.85
2.02,Ideal,E,VS1,VG,G,GIA,31997.1...36965.95
0.9,Good,E,SI1,VG,G,GIA,1...7152.85
1.01,Ideal,F,VS1,EX,EX,GIA,7152.85...12121.7
1.02,Ideal,G,VS2,EX,EX,GIA,1...7152.85
1.14,Very Good,H,VS2,VG,G,GIA,1...7152.85
1.5,Very Good,G,SI1,VG,VG,GIA,7152.85...12121.7
1.3,Very Good,H,SI1,VG,G,GIA,1...7152.85
1.01,Very Good,D,IF,VG,VG,GIA,17090.55...22059.4
2.17,Ideal,G,VS1,EX,EX,GIA,27028.25...31997.1
0.9,Ideal,G,SI1,EX,EX,GIA,1...7152.85
1,Good,H,SI1,VG,VG,GIA,1...7152.85
2.24,Ideal,E,VS1,EX,EX,GIA,36965.95...41934.8
1.59,Ideal,H,VS1,EX,EX,GIA,12121.7...17090.55
1.02,Ideal,H,VS1,VG,VG,GIA,1...7152.85
1.02,Very Good,H,SI1,VG,VG,GIA,1...7152.85
2.1,Signature-Ideal,F,SI1,ID,ID,AGSL,22059.4...27028.25
0.91,Fair,F,SI1,VG,G,GIA,1...7152.85
1.62,Very Good,F,SI1,EX,VG,GIA,12121.7...17090.55
1.1,Ideal,H,VS2,VG,VG,GIA,1...7152.85
0.91,Very Good,F,SI1,VG,EX,GIA,1...7152.85
1.2,Good,I,VS1,VG,VG,GIA,1...7152.85
0.9,Very Good,E,SI1,EX,EX,GIA,1...7152.85
1.04,Very Good,F,SI1,G,EX,GIA,1...7152.85
1.66,Ideal,H,VS1,EX,EX,GIA,12121.7...17090.55
0.77,Very Good,D,VS1,EX,EX,GIA,1...7152.85
1.63,Very Good,I,SI1,G,G,GIA,7152.85...12121.7
1.32,Ideal,E,SI1,VG,VG,GIA,7152.85...12121.7
1.71,Very Good,F,VS1,VG,VG,GIA,17090.55...22059.4
1.02,Ideal,E,SI1,VG,VG,GIA,1...7152.85
1.04,Ideal,G,VS2,EX,EX,GIA,1...7152.85
1.01,Ideal,F,VS2,EX,EX,GIA,7152.85...12121.7
1.2,Very Good,E,VS2,VG,EX,GIA,7152.85...12121.7
2,Good,I,VS2,VG,VG,GIA,12121.7...17090.55
1.01,Very Good,I,SI1,EX,EX,GIA,1...7152.85
1,Very Good,E,VVS2,EX,VG,GIA,7152.85...12121.7
0.9,Ideal,I,SI1,VG,VG,GIA,1...7152.85
1.38,Ideal,G,VVS1,EX,VG,GIA,12121.7...17090.55
1,Very Good,I,VS2,EX,VG,GIA,1...7152.85
1.13,Very Good,F,VVS2,VG,VG,GIA,7152.85...12121.7
0.79,Ideal,I,VS1,EX,EX,GIA,1...7152.85
1.54,Ideal,I,VS2,ID,ID,AGSL,7152.85...12121.7
0.81,Very Good,I,SI1,VG,VG,GIA,1...7152.85
1.15,Ideal,F,VVS2,VG,VG,GIA,7152.85...12121.7
1.51,Very Good,F,VS2,EX,VG,GIA,12121.7...17090.55
1.2,Ideal,I,SI1,EX,VG,GIA,1...7152.85
1.1,Very Good,H,SI1,VG,G,GIA,1...7152.85
1.31,Very Good,I,VS1,VG,VG,GIA,1...7152.85
1.03,Ideal,G,VS2,EX,EX,GIA,1...7152.85
1.1,Very Good,I,SI1,G,EX,GIA,1...7152.85
1.01,Very Good,F,VVS1,EX,EX,GIA,7152.85...12121.7
1.01,Very Good,E,SI1,VG,VG,GIA,1...7152.85
1.01,Very Good,F,VS2,EX,EX,GIA,1...7152.85
1.57,Ideal,G,VS2,EX,EX,GIA,12121.7...17090.55
1.01,Good,H,SI1,EX,EX,GIA,1...7152.85
1,Ideal,E,VS2,EX,EX,GIA,7152.85...12121.7
1.21,Very Good,D,SI1,VG,EX,GIA,7152.85...12121.7
0.93,Very Good,E,VS2,G,VG,GIA,1...7152.85
1.78,Very Good,D,VS2,VG,G,GIA,12121.7...17090.55
2.25,Ideal,E,VS2,EX,EX,GIA,31997.1...36965.95
0.93,Very Good,D,VS1,VG,VG,GIA,1...7152.85
0.9,Very Good,H,VS2,G,G,GIA,1...7152.85
1.01,Very Good,H,SI1,EX,VG,GIA,1...7152.85
1.14,Good,H,SI1,VG,VG,GIA,1...7152.85
1.05,Very Good,G,VS1,EX,VG,GIA,1...7152.85
1.6,Ideal,G,VS2,ID,ID,AGSL,12121.7...17090.55
1.01,Good,E,SI1,VG,VG,GIA,1...7152.85
1.01,Fair,D,SI1,EX,G,GIA,1...7152.85
0.75,Very Good,F,VVS2,G,G,GIA,1...7152.85
1.01,Very Good,D,SI1,VG,VG,GIA,1...7152.85
2.03,Very Good,I,SI1,VG,EX,GIA,12121.7...17090.55
0.83,Good,E,SI1,EX,VG,GIA,1...7152.85
1.02,Very Good,E,VS2,VG,VG,GIA,1...7152.85
2.12,Ideal,H,VS2,ID,ID,AGSL,17090.55...22059.4
2.04,Ideal,I,SI1,EX,EX,GIA,12121.7...17090.55
0.75,Ideal,I,VVS2,ID,ID,AGSL,1...7152.85
2.17,Ideal,F,SI1,VG,EX,GIA,22059.4...27028.25
1,Fair,F,VS1,EX,VG,GIA,1...7152.85
1,Good,E,SI1,VG,EX,GIA,1...7152.85
1.26,Very Good,F,VS1,EX,EX,GIA,7152.85...12121.7
1.31,Ideal,I,VS1,EX,EX,GIA,7152.85...12121.7
1.51,Very Good,G,VS2,VG,VG,GIA,7152.85...12121.7
1.02,Very Good,D,SI1,G,VG,GIA,1...7152.85
1.01,Ideal,E,VVS2,VG,VG,GIA,7152.85...12121.7
0.91,Ideal,I,VS1,ID,ID,AGSL,1...7152.85
0.79,Ideal,I,VS2,VG,EX,GIA,1...7152.85
0.79,Good,E,SI1,VG,VG,GIA,1...7152.85
1.02,Very Good,E,SI1,VG,VG,GIA,1...7152.85
2.02,Very Good,F,SI1,VG,VG,GIA,17090.55...22059.4
1.06,Ideal,I,SI1,EX,EX,GIA,1...7152.85
1.01,Very Good,F,VVS2,VG,G,GIA,7152.85...12121.7
0.9,Very Good,D,VS2,G,VG,GIA,1...7152.85
2.15,Very Good,G,VS1,EX,EX,GIA,27028.25...31997.1
2.2,Very Good,F,VS2,EX,EX,GIA,27028.25...31997.1
1.22,Ideal,F,VS1,EX,EX,GIA,7152.85...12121.7
1,Fair,E,VVS2,VG,G,GIA,7152.85...12121.7
0.8,Very Good,H,SI1,EX,G,GIA,1...7152.85
2.19,Very Good,F,VS2,VG,VG,GIA,27028.25...31997.1
1.32,Ideal,D,VVS2,EX,EX,GIA,12121.7...17090.55
1.51,Good,F,SI1,G,G,GIA,7152.85...12121.7
1.01,Good,E,SI1,VG,VG,GIA,1...7152.85
2.74,Ideal,I,SI1,ID,ID,AGSL,22059.4...27028.25
1.02,Very Good,F,VVS1,VG,VG,GIA,7152.85...12121.7
2.04,Ideal,E,SI1,ID,ID,AGSL,17090.55...22059.4
1.02,Ideal,G,VS1,EX,VG,GIA,1...7152.85
1.02,Very Good,G,VVS2,VG,EX,GIA,7152.85...12121.7
2.08,Ideal,H,SI1,EX,EX,GIA,17090.55...22059.4
1.02,Very Good,F,VVS2,EX,VG,GIA,7152.85...12121.7
1.06,Ideal,G,SI1,VG,VG,GIA,1...7152.85
1.5,Very Good,F,VS2,VG,VG,GIA,12121.7...17090.55
1.57,Very Good,F,VVS1,EX,EX,GIA,17090.55...22059.4
2.34,Very Good,D,VVS2,VG,VG,GIA,56841.35...61810.2
1.2,Ideal,I,VS2,EX,EX,GIA,1...7152.85
1.01,Very Good,D,SI1,VG,VG,GIA,1...7152.85
1.32,Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
1.15,Very Good,H,VS2,G,G,GIA,1...7152.85
0.91,Very Good,D,SI1,VG,G,GIA,1...7152.85
1.14,Ideal,I,SI1,VG,VG,GIA,1...7152.85
1.13,Ideal,H,VVS2,EX,EX,GIA,7152.85...12121.7
2.08,Ideal,E,VS2,EX,EX,GIA,31997.1...36965.95
0.9,Good,E,VVS1,EX,VG,GIA,7152.85...12121.7
0.75,Ideal,H,SI1,VG,VG,GIA,1...7152.85
2.66,Ideal,D,FL,EX,EX,GIA,91623.3...96592.15
1.56,Ideal,G,VS2,EX,EX,GIA,12121.7...17090.55
1.02,Very Good,G,VVS2,G,VG,GIA,7152.85...12121.7
1.02,Ideal,F,SI1,VG,EX,GIA,1...7152.85
1.53,Very Good,G,VS1,VG,G,GIA,12121.7...17090.55
1.07,Very Good,F,IF,G,G,GIA,7152.85...12121.7
1.2,Very Good,G,SI1,VG,VG,GIA,1...7152.85
0.9,Fair,F,SI1,VG,VG,GIA,1...7152.85
1.23,Ideal,D,VVS2,EX,EX,GIA,12121.7...17090.55
1.01,Ideal,D,VVS2,ID,ID,AGSL,7152.85...12121.7
1.06,Signature-Ideal,F,VVS2,EX,EX,GIA,7152.85...12121.7
1.04,Ideal,G,VS2,EX,EX,GIA,1...7152.85
1.51,Ideal,G,VS2,VG,EX,GIA,12121.7...17090.55
1.22,Very Good,H,SI1,G,VG,GIA,1...7152.85
0.9,Very Good,E,SI1,VG,G,GIA,1...7152.85
1.02,Ideal,F,VS2,EX,VG,GIA,1...7152.85
0.8,Very Good,H,VS1,VG,VG,GIA,1...7152.85
1.57,Ideal,E,VS2,EX,EX,GIA,17090.55...22059.4
2.08,Very Good,F,VS2,VG,G,GIA,27028.25...31997.1
0.9,Very Good,F,VS1,VG,VG,GIA,1...7152.85
1.5,Ideal,H,VS1,ID,ID,AGSL,7152.85...12121.7
2.01,Very Good,H,SI1,VG,G,GIA,17090.55...22059.4
1.28,Ideal,G,SI1,EX,EX,GIA,7152.85...12121.7
1.52,Very Good,H,VS1,VG,VG,GIA,12121.7...17090.55
1,Good,H,SI1,VG,VG,GIA,1...7152.85
2.37,Ideal,H,VS2,EX,VG,GIA,27028.25...31997.1
2.02,Good,E,VS1,EX,VG,GIA,27028.25...31997.1
1.21,Ideal,F,VS1,ID,ID,AGSL,7152.85...12121.7
1.54,Good,H,VS1,EX,VG,GIA,7152.85...12121.7
1.5,Very Good,H,VS2,VG,G,GIA,7152.85...12121.7
0.78,Very Good,E,VVS1,EX,VG,GIA,1...7152.85
2.2,Very Good,I,VS1,EX,EX,AGSL,17090.55...22059.4
1.14,Ideal,G,IF,EX,EX,GIA,7152.85...12121.7
1.33,Ideal,G,VVS2,EX,EX,GIA,12121.7...17090.55
1.04,Ideal,D,VVS2,EX,EX,GIA,7152.85...12121.7
2,Very Good,I,SI1,VG,G,GIA,12121.7...17090.55
0.9,Very Good,D,VVS2,EX,VG,GIA,1...7152.85
1.51,Fair,G,SI1,G,VG,GIA,7152.85...12121.7
1.23,Very Good,G,VVS1,EX,EX,GIA,7152.85...12121.7
1.53,Ideal,I,SI1,VG,VG,GIA,7152.85...12121.7
1.04,Very Good,F,SI1,G,VG,GIA,1...7152.85
1.2,Very Good,H,SI1,EX,G,GIA,1...7152.85
2.13,Ideal,D,IF,ID,ID,AGSL,66779.05...71747.9
0.9,Good,H,VS1,VG,VG,GIA,1...7152.85
1.09,Ideal,E,VS2,EX,EX,GIA,7152.85...12121.7
1.27,Ideal,F,VVS1,VG,VG,GIA,12121.7...17090.55
1.01,Good,G,SI1,VG,G,GIA,1...7152.85
1.13,Very Good,G,VVS2,VG,VG,GIA,7152.85...12121.7
1.01,Very Good,I,VS1,EX,EX,GIA,1...7152.85
2.21,Ideal,G,VS2,EX,EX,GIA,27028.25...31997.1
2.03,Ideal,I,VVS1,ID,ID,AGSL,17090.55...22059.4
2.01,Very Good,I,VS2,VG,VG,GIA,12121.7...17090.55
2.13,Very Good,H,SI1,VG,VG,GIA,17090.55...22059.4
1.5,Good,F,SI1,G,G,GIA,7152.85...12121.7
1.27,Ideal,I,VS1,G,VG,GIA,1...7152.85
1.07,Ideal,F,IF,EX,VG,GIA,7152.85...12121.7
2.14,Good,G,SI1,VG,G,GIA,17090.55...22059.4
1.01,Very Good,H,SI1,EX,EX,AGSL,1...7152.85
1,Ideal,F,SI1,VG,EX,GIA,1...7152.85
1.52,Very Good,E,SI1,EX,EX,GIA,12121.7...17090.55
1.19,Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
1.03,Ideal,F,VS1,ID,ID,AGSL,7152.85...12121.7
1.01,Good,F,SI1,EX,VG,GIA,1...7152.85
0.9,Very Good,D,SI1,G,G,GIA,1...7152.85
2.02,Ideal,H,VS1,VG,VG,GIA,17090.55...22059.4
1.22,Very Good,G,VS2,VG,EX,GIA,7152.85...12121.7
1.13,Ideal,G,SI1,EX,VG,GIA,1...7152.85
1.01,Ideal,F,SI1,EX,EX,GIA,1...7152.85
1.04,Ideal,G,VS2,EX,EX,GIA,1...7152.85
0.76,Very Good,H,IF,EX,EX,GIA,1...7152.85
0.93,Ideal,I,SI1,EX,EX,GIA,1...7152.85
0.9,Ideal,H,VS2,VG,VG,GIA,1...7152.85
1.22,Very Good,G,VVS2,EX,EX,GIA,7152.85...12121.7
1.16,Very Good,D,SI1,EX,EX,GIA,1...7152.85
2.5,Very Good,I,VS2,VG,G,GIA,17090.55...22059.4
1.71,Good,I,VS2,G,G,GIA,7152.85...12121.7
1.29,Ideal,H,SI1,ID,ID,AGSL,1...7152.85
1.03,Ideal,G,VS1,ID,ID,AGSL,1...7152.85
0.9,Ideal,D,SI1,EX,EX,GIA,1...7152.85
2.32,Very Good,E,VVS2,G,EX,GIA,46903.65...51872.5
1.51,Good,I,VS2,VG,G,GIA,7152.85...12121.7
2.01,Good,E,VVS2,EX,G,GIA,31997.1...36965.95
1,Very Good,F,SI1,EX,VG,GIA,1...7152.85
1.29,Ideal,G,VS2,EX,VG,AGSL,7152.85...12121.7
2.23,Ideal,H,VVS1,EX,EX,GIA,27028.25...31997.1
1.2,Very Good,F,VS1,VG,VG,GIA,7152.85...12121.7
0.78,Ideal,H,SI1,VG,EX,GIA,1...7152.85
1,Fair,H,SI1,G,VG,GIA,1...7152.85
0.92,Very Good,E,VS2,EX,EX,GIA,1...7152.85
1.05,Good,H,SI1,G,G,GIA,1...7152.85
1.1,Very Good,H,SI1,VG,EX,GIA,1...7152.85
1.23,Very Good,G,VVS1,G,VG,GIA,7152.85...12121.7
0.76,Good,G,VS1,VG,G,AGSL,1...7152.85
1.21,Ideal,I,VS1,ID,ID,AGSL,1...7152.85
2.01,Ideal,H,VS2,ID,ID,AGSL,17090.55...22059.4
1.02,Very Good,E,VS2,VG,G,GIA,1...7152.85
1.04,Good,G,SI1,G,G,GIA,1...7152.85
0.76,Ideal,G,VS2,EX,EX,GIA,1...7152.85
1.01,Ideal,F,VS1,VG,VG,GIA,7152.85...12121.7
1.51,Ideal,D,SI1,EX,EX,GIA,12121.7...17090.55
1.22,Ideal,F,VVS2,VG,EX,GIA,7152.85...12121.7
2.02,Very Good,E,VS2,VG,EX,GIA,27028.25...31997.1
1.09,Ideal,G,VS1,EX,EX,GIA,7152.85...12121.7
0.91,Very Good,D,VS2,VG,VG,GIA,1...7152.85
1,Fair,E,VS2,VG,G,GIA,1...7152.85
0.9,Very Good,I,VS2,G,G,GIA,1...7152.85
1.32,Very Good,I,VS1,VG,VG,GIA,1...7152.85
2.01,Good,H,VS2,G,G,GIA,17090.55...22059.4
1.01,Ideal,I,SI1,VG,VG,GIA,1...7152.85
1.09,Signature-Ideal,G,VS2,ID,ID,AGSL,7152.85...12121.7
1,Very Good,E,SI1,VG,VG,GIA,1...7152.85
0.91,Very Good,H,VVS2,VG,VG,GIA,1...7152.85
1.55,Signature-Ideal,I,VS2,ID,ID,AGSL,7152.85...12121.7
1.25,Ideal,G,VVS2,ID,ID,AGSL,7152.85...12121.7
1.03,Ideal,G,VVS2,EX,EX,GIA,7152.85...12121.7
0.77,Ideal,D,SI1,ID,ID,AGSL,1...7152.85
2.01,Ideal,H,SI1,EX,VG,GIA,17090.55...22059.4
0.78,Ideal,H,VVS2,EX,EX,GIA,1...7152.85
1.5,Signature-Ideal,G,VVS2,ID,ID,AGSL,17090.55...22059.4
1.7,Very Good,H,SI1,VG,VG,GIA,7152.85...12121.7
1.15,Ideal,H,SI1,VG,VG,GIA,1...7152.85
0.84,Ideal,I,VS1,EX,EX,GIA,1...7152.85
1.07,Very Good,H,VS2,G,G,GIA,1...7152.85
1.5,Ideal,E,VS2,ID,ID,AGSL,12121.7...17090.55
1,Very Good,G,VVS1,EX,G,GIA,7152.85...12121.7
1.01,Good,F,VS2,G,VG,GIA,1...7152.85
1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,1...7152.85
1.28,Ideal,F,VS1,EX,EX,GIA,7152.85...12121.7
0.91,Very Good,G,VVS1,EX,EX,GIA,1...7152.85
1.22,Ideal,F,VS2,VG,VG,GIA,7152.85...12121.7
0.91,Very Good,H,SI1,EX,VG,GIA,1...7152.85
1.01,Very Good,H,VS2,ID,ID,AGSL,1...7152.85
1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
1.26,Ideal,F,VS2,EX,EX,GIA,7152.85...12121.7
0.9,Very Good,E,VS2,VG,EX,GIA,1...7152.85
0.92,Signature-Ideal,I,SI1,ID,ID,AGSL,1...7152.85
2.01,Very Good,G,VS1,EX,EX,GIA,22059.4...27028.25
1,Very Good,G,VVS2,EX,EX,GIA,7152.85...12121.7
1.5,Ideal,H,VVS2,ID,ID,AGSL,12121.7...17090.55
1.2,Very Good,H,SI1,VG,VG,GIA,1...7152.85
2.03,Ideal,F,VS2,EX,EX,GIA,27028.25...31997.1
2.07,Very Good,I,VS2,VG,EX,GIA,12121.7...17090.55
1.01,Very Good,F,VS1,VG,VG,GIA,1...7152.85
0.79,Very Good,E,VVS2,VG,VG,GIA,1...7152.85
1.7,Good,G,VS2,VG,G,GIA,12121.7...17090.55
0.83,Very Good,H,VS2,G,EX,GIA,1...7152.85
1.09,Ideal,G,VS2,EX,EX,GIA,7152.85...12121.7
0.9,Good,H,SI1,G,VG,GIA,1...7152.85
0.9,Good,D,VS2,VG,G,GIA,1...7152.85
1.33,Ideal,I,VS2,ID,ID,AGSL,7152.85...12121.7
1.51,Ideal,G,VS2,VG,EX,GIA,12121.7...17090.55
1,Very Good,H,SI1,EX,EX,GIA,1...7152.85
2.02,Good,H,VS1,EX,EX,GIA,17090.55...22059.4
0.81,Very Good,E,SI1,VG,G,GIA,1...7152.85
1.03,Ideal,D,VS1,EX,EX,GIA,7152.85...12121.7
0.75,Ideal,E,SI1,G,VG,GIA,1...7152.85
1.06,Good,H,SI1,VG,VG,GIA,1...7152.85
0.86,Ideal,F,VS2,EX,EX,GIA,1...7152.85
0.91,Fair,F,SI1,G,G,GIA,1...7152.85
1.01,Good,F,SI1,EX,VG,GIA,1...7152.85
2.09,Ideal,H,VS1,EX,EX,GIA,22059.4...27028.25
1.23,Very Good,F,VVS2,G,EX,GIA,7152.85...12121.7
1.35,Very Good,H,VVS2,EX,ID,AGSL,7152.85...12121.7
1.25,Ideal,E,VVS2,ID,ID,AGSL,12121.7...17090.55
2.02,Very Good,G,SI1,VG,EX,GIA,17090.55...22059.4
1.01,Very Good,D,SI1,VG,G,GIA,1...7152.85
1.52,Ideal,H,SI1,EX,VG,GIA,7152.85...12121.7
1.53,Very Good,H,SI1,G,EX,GIA,7152.85...12121.7
2.01,Ideal,G,VS1,VG,VG,GIA,22059.4...27028.25
1.08,Ideal,H,SI1,ID,ID,AGSL,1...7152.85
1.23,Ideal,I,SI1,EX,EX,GIA,1...7152.85
1.23,Very Good,F,VS1,G,VG,GIA,7152.85...12121.7
1.02,Very Good,G,IF,VG,VG,GIA,7152.85...12121.7
1.02,Very Good,F,VVS2,EX,EX,GIA,7152.85...12121.7
1.13,Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
2.43,Ideal,E,SI1,EX,EX,GIA,27028.25...31997.1
1.03,Signature-Ideal,D,VS1,EX,EX,GIA,7152.85...12121.7
0.8,Very Good,H,VVS1,ID,ID,AGSL,1...7152.85
1.09,Ideal,D,VVS2,EX,EX,GIA,12121.7...17090.55
1,Very Good,D,SI1,EX,VG,GIA,1...7152.85
1,Ideal,G,VS2,VG,VG,GIA,1...7152.85
1.33,Signature-Ideal,F,VVS2,EX,EX,GIA,12121.7...17090.55
0.9,Very Good,G,VS2,VG,VG,GIA,1...7152.85
1.05,Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
1.04,Good,E,VVS2,VG,G,GIA,7152.85...12121.7
1.04,Very Good,F,VS1,VG,VG,GIA,7152.85...12121.7
2.01,Ideal,G,SI1,ID,ID,AGSL,17090.55...22059.4
1.51,Good,I,VS2,EX,G,GIA,7152.85...12121.7
0.9,Fair,D,VS1,VG,G,GIA,1...7152.85
1.12,Ideal,G,VS1,ID,ID,AGSL,7152.85...12121.7
0.91,Very Good,F,SI1,VG,VG,GIA,1...7152.85
1.05,Ideal,G,VS1,EX,VG,GIA,7152.85...12121.7
2.01,Ideal,E,SI1,EX,EX,GIA,22059.4...27028.25
0.9,Fair,E,SI1,VG,VG,GIA,1...7152.85
2.3,Very Good,E,VS1,EX,EX,GIA,41934.8...46903.65
0.85,Very Good,D,VS2,VG,VG,GIA,1...7152.85
1.25,Very Good,I,VS2,G,VG,GIA,1...7152.85
1.59,Ideal,I,SI1,EX,EX,GIA,7152.85...12121.7
1.2,Ideal,D,VVS2,VG,EX,GIA,12121.7...17090.55
1.21,Very Good,G,VVS2,EX,EX,GIA,7152.85...12121.7
1.05,Very Good,D,VS2,G,G,GIA,7152.85...12121.7
1.06,Ideal,G,VS1,EX,EX,GIA,7152.85...12121.7
1.02,Ideal,F,VS2,EX,VG,GIA,1...7152.85
1.01,Very Good,E,VVS2,VG,EX,GIA,7152.85...12121.7
1.01,Very Good,F,VVS1,EX,VG,GIA,7152.85...12121.7
0.82,Ideal,F,VS2,ID,ID,AGSL,1...7152.85
1.03,Very Good,G,SI1,G,VG,GIA,1...7152.85
0.9,Very Good,H,SI1,EX,EX,GIA,1...7152.85
0.91,Very Good,I,VS2,G,VG,GIA,1...7152.85
1.51,Fair,I,VS1,G,G,GIA,7152.85...12121.7
1.01,Good,D,SI1,VG,VG,GIA,1...7152.85
1.12,Ideal,G,VS1,EX,EX,GIA,7152.85...12121.7
2.07,Very Good,D,VVS2,G,VG,GIA,41934.8...46903.65
1.01,Fair,F,VS2,EX,G,GIA,1...7152.85
2.57,Ideal,G,VS1,VG,EX,GIA,36965.95...41934.8
1.23,Very Good,G,VVS2,EX,VG,GIA,7152.85...12121.7
2.01,Good,I,SI1,EX,G,GIA,12121.7...17090.55
2.01,Good,G,IF,EX,VG,GIA,27028.25...31997.1
2.05,Good,H,VS1,VG,VG,GIA,17090.55...22059.4
1.55,Ideal,G,VS1,EX,EX,GIA,12121.7...17090.55
2.55,Ideal,I,VS1,EX,EX,GIA,22059.4...27028.25
1.01,Ideal,E,VS1,EX,VG,GIA,7152.85...12121.7
0.76,Very Good,H,SI1,EX,EX,GIA,1...7152.85
1.01,Good,H,SI1,G,G,GIA,1...7152.85
0.9,Ideal,I,VS1,VG,EX,GIA,1...7152.85
1.01,Very Good,G,SI1,EX,EX,GIA,1...7152.85
